url_no,url,status,model,p_phishing,rank,feature,feature_value,shap_signed,abs_shap,direction
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,XGBoost (GA),0.9764165282249451,10,suspicious_tld,1.0,0.3975001259986311,0.3975001259986311,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,1,page_rank,0.0,0.21328456980691274,0.21328456980691274,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,2,avg_word_path,10.0,0.047462839836250416,0.047462839836250416,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,3,domain_in_brand,0.0,0.0434279665344824,0.0434279665344824,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,4,nb_extCSS,0.0,0.03236740899460767,0.03236740899460767,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,5,ratio_intHyperlinks,0.0,0.03017159513407955,0.03017159513407955,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,6,ratio_extErrors,0.0,0.026445300092873724,0.026445300092873724,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,7,nb_qm,1.0,0.02331234326920301,0.02331234326920301,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,8,longest_word_host,10.0,0.015913028796188868,0.015913028796188868,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,9,shortening_service,0.0,0.015476582369927439,0.015476582369927439,PHISHING
3,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Stacking (GA),0.9702855304131309,10,nb_eq,2.0,0.009068541990054265,0.009068541990054265,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,1,page_rank,0.0,0.12015696618917396,0.12015696618917396,PHISHING
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,2,google_index,0.0,-0.059068229243189094,0.059068229243189094,BENIGN
4,http://nmhokdypni.sum4iit.club/vnafvra97w/?q=3717065149&id=100,phishing,Random Forest (GA),0.7979316568453974,3,nb_hyperlinks,0.0,0.0425330081595767,0.0425330081595767,PHISHING
